"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","HasCabin","Fare_capped","Age_norm","Fare_norm","Age_z","Fare_z","Sex_encoded","Embarked_C","Embarked_Q","Embarked_S","Survived_label"
0,"3rd","male",24,2,0,24.15,"S",0,24.15,0.296305604423222,0.367947295930183,-0.384264979357558,0.00503801073444814,1,0,0,1,"No"
0,"3rd","male",19,0,0,7.8958,"S",0,7.8958,0.233475747675295,0.120299720878076,-0.760079818987675,-0.788561148332036,1,0,0,1,"No"
0,"3rd","female",29,0,4,21.075,"S",0,21.075,0.359135461171149,0.321096863839694,-0.00845013972744087,-0.145096564583281,0,0,0,1,"No"
0,"3rd","male",25,0,0,7.2292,"C",0,7.2292,0.308871575772807,0.110143461355631,-0.309102011431534,-0.821107394805792,1,1,0,0,"No"
1,"3rd","male",32,0,0,7.8542,"S",0,7.8542,0.396833375219904,0.119665906902478,0.217038764050629,-0.790592237220887,1,0,0,1,"Yes"
1,"2nd","male",62,0,0,10.5,"S",0,10.5,0.773812515707464,0.159977085187036,2.47192780183133,-0.661413030919863,1,0,0,1,"Yes"
1,"1st","female",53,2,0,51.4792,"S",1,51.4792,0.660718773561196,0.784332606072425,1.79546109049712,1.33936576220544,0,0,0,1,"Yes"
1,"1st","male",36,0,0,26.3875,"S",1,26.3875,0.447097260618246,0.402037650987897,0.517690635754723,0.114282274888406,1,0,0,1,"Yes"
1,"3rd","female",21.5,0,0,7.75,"Q",0,7.75,0.264890676049259,0.118078324780908,-0.572172399172616,-0.795679724293443,0,0,1,0,"Yes"
0,"3rd","male",16,0,0,8.05,"S",0,8.05,0.195777833626539,0.122649098643394,-0.985568722765745,-0.781032448652689,1,0,0,1,"No"
0,"3rd","male",19,0,0,14.5,"S",0,14.5,0.233475747675295,0.220920736686859,-0.760079818987675,-0.466116022376475,1,0,0,1,"No"
1,"2nd","female",34,0,0,13,"S",0,13,0.421965317919075,0.198066867374426,0.367364699902676,-0.539352400580246,0,0,0,1,"Yes"
1,"1st","female",39,1,0,55.9,"S",1,55.9,0.484795174667002,0.85168752971003,0.743179539532793,1.55520801604759,0,0,0,1,"Yes"
0,"3rd","female",21.5,1,0,14.4583,"C",0,14.4583,0.264890676049259,0.220285399119974,-0.572172399172616,-0.46815199369054,0,1,0,0,"No"
1,"3rd","male",32,0,0,7.925,"S",0,7.925,0.396833375219904,0.120744609534025,0.217038764050629,-0.787135480169669,1,0,0,1,"Yes"
1,"2nd","female",25,1,1,30,"S",0,30,0.308871575772807,0.457077386248674,-0.309102011431534,0.290659885729153,0,0,0,1,"Yes"
1,"1st","female",39,1,1,110.8833,"C",1,65.6344,0.484795174667002,1,0.743179539532793,2.03048281603878,0,1,0,0,"Yes"
0,"2nd","male",54,0,0,26,"S",0,26,0.673284744910782,0.396133734748851,1.87062405842314,0.0953628771857652,1,0,0,1,"No"
0,"1st","male",36,0,0,40.125,"C",1,40.125,0.447097260618246,0.611341004107602,0.517690635754723,0.785005438604604,1,1,0,0,"No"
0,"3rd","male",25,0,0,8.7125,"C",0,8.7125,0.308871575772807,0.132742890923053,-0.309102011431534,-0.74868638161269,1,1,0,0,"No"
1,"1st","female",18,0,2,79.65,"S",1,65.6344,0.22090977632571,1,-0.835242786913698,2.03048281603878,0,0,0,1,"Yes"
0,"2nd","male",47,0,0,15,"S",0,15,0.585322945463684,0.228538693124337,1.34448328294098,-0.441703896308552,1,0,0,1,"No"
1,"1st","male",60,1,1,79.2,"C",1,65.6344,0.748680573008293,1,2.32160186597928,2.03048281603878,1,1,0,0,"Yes"
0,"3rd","male",22,0,0,8.05,"S",0,8.05,0.271173661724051,0.122649098643394,-0.534590915209605,-0.781032448652689,1,0,0,1,"No"
0,"3rd","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.122649098643394,-0.309102011431534,-0.781032448652689,1,0,0,1,"No"
0,"3rd","male",35,0,0,7.125,"S",0,7.125,0.43453128926866,0.10855587923406,0.4425276678287,-0.826194881878347,1,0,0,1,"No"
1,"1st","female",52,1,0,78.2667,"C",1,65.6344,0.648152802211611,1,1.7202981225711,2.03048281603878,0,1,0,0,"Yes"
0,"3rd","male",47,0,0,7.25,"S",0,7.25,0.585322945463684,0.11046036834343,1.34448328294098,-0.820091850361366,1,0,0,1,"No"
0,"3rd","female",21.5,0,2,7.75,"Q",0,7.75,0.264890676049259,0.118078324780908,-0.572172399172616,-0.795679724293443,0,0,1,0,"No"
0,"2nd","male",37,1,0,26,"S",0,26,0.459663231967831,0.396133734748851,0.592853603680746,0.0953628771857652,1,0,0,1,"No"
0,"3rd","male",36,1,1,24.15,"S",0,24.15,0.447097260618246,0.367947295930183,0.517690635754723,0.00503801073444814,1,0,0,1,"No"
1,"2nd","female",28,0,0,33,"S",0,33,0.346569489821563,0.502785124873542,-0.0836131076534643,0.437132642136694,0,0,0,1,"Yes"
0,"3rd","male",49,0,0,0,"S",0,0,0.610454888162855,0,1.49480921879303,-1.17406767834626,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.225,"C",0,7.225,0.308871575772807,0.110079470521556,-0.309102011431534,-0.821312456664762,1,1,0,0,"No"
1,"1st","male",49,1,0,56.9292,"C",1,56.9292,0.610454888162855,0.867368331240935,1.49480921879303,1.6054579363458,1,1,0,0,"Yes"
1,"2nd","female",24,2,1,27,"S",0,27,0.296305604423222,0.411369647623807,-0.384264979357558,0.144187129321612,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.120299720878076,-0.309102011431534,-0.788561148332036,1,0,0,1,"No"
0,"1st","male",40,0,0,42.4,"S",0,42.4,0.497361146016587,0.646002705898127,0.818342507458817,0.896080612213656,1,0,0,1,"No"
0,"3rd","male",44,0,0,8.05,"S",0,8.05,0.547625031414928,0.122649098643394,1.11899437916291,-0.781032448652689,1,0,0,1,"No"
1,"1st","male",35,0,0,26.55,"C",0,26.55,0.43453128926866,0.404513486830077,0.4425276678287,0.122216215860481,1,1,0,0,"Yes"
0,"3rd","male",36,1,0,15.55,"S",0,15.55,0.447097260618246,0.236918445205563,0.517690635754723,-0.414850557633836,1,0,0,1,"No"
0,"3rd","male",30,0,0,7.8958,"S",0,7.8958,0.371701432520734,0.120299720878076,0.0667128281985825,-0.788561148332036,1,0,0,1,"No"
1,"1st","male",27,0,0,30.5,"S",0,30.5,0.334003518471978,0.464695342686152,-0.158776075579488,0.315072011797077,1,0,0,1,"Yes"
1,"2nd","female",22,1,2,41.5792,"C",0,41.5792,0.271173661724051,0.633497068610363,-0.534590915209605,0.856005666060553,0,1,0,0,"Yes"
1,"1st","female",40,0,0,153.4625,"S",1,65.6344,0.497361146016587,1,0.818342507458817,2.03048281603878,0,0,0,1,"Yes"
0,"3rd","female",39,1,5,31.275,"S",0,31.275,0.484795174667002,0.476503175164243,0.743179539532793,0.352910807202358,0,0,0,1,"No"
0,"3rd","male",25,0,0,7.05,"S",0,7.05,0.308871575772807,0.107413185768439,-0.309102011431534,-0.829856700788536,1,0,0,1,"No"
1,"3rd","female",21.5,1,0,15.5,"Q",0,15.5,0.264890676049259,0.236156649561815,-0.572172399172616,-0.417291770240628,0,0,1,0,"Yes"
0,"3rd","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.118078324780908,-0.309102011431534,-0.795679724293443,1,0,1,0,"No"
0,"3rd","male",35,0,0,8.05,"S",0,8.05,0.43453128926866,0.122649098643394,0.4425276678287,-0.781032448652689,1,0,0,1,"No"
1,"2nd","female",24,1,2,65,"S",0,65,0.296305604423222,0.990334336872128,-0.384264979357558,1.9995087104838,0,0,0,1,"Yes"
0,"3rd","male",34,1,1,14.4,"S",0,14.4,0.421965317919075,0.219397145399364,0.367364699902676,-0.47099844759006,1,0,0,1,"No"
0,"3rd","female",26,1,0,16.1,"S",0,16.1,0.321437547122393,0.245298197286789,-0.233939043505511,-0.38799721895912,0,0,0,1,"No"
1,"2nd","female",4,2,1,39,"S",1,39,0.0449861774315155,0.594200602123277,-1.88752433787803,0.730078154951776,0,0,0,1,"Yes"
0,"2nd","male",26,0,0,10.5,"S",0,10.5,0.321437547122393,0.159977085187036,-0.233939043505511,-0.661413030919863,1,0,0,1,"No"
0,"3rd","male",27,1,0,14.4542,"C",0,14.4542,0.334003518471978,0.220222931877186,-0.158776075579488,-0.468352173124297,1,1,0,0,"No"
1,"1st","male",42,1,0,52.5542,"S",1,52.5542,0.522493088715758,0.800711212413003,0.968668443310863,1.39185183325147,1,0,0,1,"Yes"
1,"3rd","male",20,1,1,15.7417,"C",0,15.7417,0.246041719024881,0.239839169703692,-0.684916851061652,-0.405490948499394,1,1,0,0,"Yes"
0,"3rd","male",21,0,0,7.8542,"S",0,7.8542,0.258607690374466,0.119665906902478,-0.609753883135628,-0.790592237220887,1,0,0,1,"No"
0,"3rd","male",21,0,0,16.1,"S",0,16.1,0.258607690374466,0.245298197286789,-0.609753883135628,-0.38799721895912,1,0,0,1,"No"
0,"1st","male",61,0,0,32.3208,"S",1,32.3208,0.761246544357879,0.492436892848872,2.39676483390531,0.403971210086027,1,0,0,1,"No"
0,"2nd","male",57,0,0,12.35,"Q",0,12.35,0.710982658959538,0.188163524005704,2.09611296220121,-0.571088164468546,1,0,1,0,"No"
1,"1st","female",21,0,0,77.9583,"S",1,65.6344,0.258607690374466,1,-0.609753883135628,2.03048281603878,0,0,0,1,"Yes"
0,"3rd","male",26,0,0,7.8958,"S",0,7.8958,0.321437547122393,0.120299720878076,-0.233939043505511,-0.788561148332036,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.7333,"Q",0,7.7333,0.308871575772807,0.117823885035896,-0.309102011431534,-0.796495089304111,1,0,1,0,"No"
1,"1st","male",80,0,0,30,"S",1,30,1,0.457077386248674,3.82486122449975,0.290659885729153,1,0,0,1,"Yes"
0,"3rd","male",51,0,0,7.0542,"S",0,7.0542,0.635586830862026,0.107477176602513,1.64513515464507,-0.829651638929565,1,0,0,1,"No"
1,"1st","male",32,0,0,30.5,"C",1,30.5,0.396833375219904,0.464695342686152,0.217038764050629,0.315072011797077,1,1,0,0,"Yes"
0,"1st","male",40,0,0,0,"S",0,0,0.497361146016587,0,0.818342507458817,-1.17406767834626,1,0,0,1,"No"
0,"3rd","female",9,3,2,27.9,"S",0,27.9,0.107816034179442,0.425081969211267,-1.51170949824791,0.188128956243874,0,0,0,1,"No"
1,"2nd","female",28,0,0,13,"S",0,13,0.346569489821563,0.198066867374426,-0.0836131076534643,-0.539352400580246,0,0,0,1,"Yes"
0,"3rd","male",32,0,0,7.925,"S",0,7.925,0.396833375219904,0.120744609534025,0.217038764050629,-0.787135480169669,1,0,0,1,"No"
0,"2nd","male",31,1,1,26.25,"S",0,26.25,0.384267403870319,0.39994271296759,0.141875796124606,0.107568940219727,1,0,0,1,"No"
0,"3rd","female",41,0,5,39.6875,"S",0,39.6875,0.509927117366172,0.604675292224809,0.89350547538484,0.763644828295171,0,0,0,1,"No"
0,"3rd","male",25,1,0,16.1,"S",0,16.1,0.308871575772807,0.245298197286789,-0.309102011431534,-0.38799721895912,1,0,0,1,"No"
0,"3rd","male",20,0,0,7.8542,"S",0,7.8542,0.246041719024881,0.119665906902478,-0.684916851061652,-0.790592237220887,1,0,0,1,"No"
1,"1st","female",24,0,0,69.3,"C",1,65.6344,0.296305604423222,1,-0.384264979357558,2.03048281603878,0,1,0,0,"Yes"
0,"3rd","female",2,3,2,27.9,"S",0,27.9,0.0198542347323448,0.425081969211267,-2.03785027373007,0.188128956243874,0,0,0,1,"No"
1,"3rd","male",25,0,0,56.4958,"S",0,56.4958,0.308871575772807,0.860765086600929,-0.309102011431534,1.58429750547013,1,0,0,1,"Yes"
1,"3rd","female",0.75,2,1,19.2583,"C",0,19.2583,0.00414677054536316,0.293417780919762,-2.1318039836376,-0.233795583438475,0,1,0,0,"Yes"
1,"1st","male",48,1,0,76.7292,"C",1,65.6344,0.59788891681327,1,1.419646250867,2.03048281603878,1,1,0,0,"Yes"
0,"3rd","male",19,0,0,7.8958,"S",0,7.8958,0.233475747675295,0.120299720878076,-0.760079818987675,-0.788561148332036,1,0,0,1,"No"
1,"1st","male",56,0,0,35.5,"C",1,35.5,0.698416687609952,0.540874907060931,2.02094999427519,0.559193272476312,1,1,0,0,"Yes"
0,"3rd","male",25,0,0,7.55,"S",0,7.55,0.308871575772807,0.115031142205916,-0.309102011431534,-0.805444574720612,1,0,0,1,"No"
1,"3rd","female",23,0,0,7.55,"S",0,7.55,0.283739633073637,0.115031142205916,-0.459427947283581,-0.805444574720612,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.120299720878076,-0.309102011431534,-0.788561148332036,1,0,0,1,"No"
1,"2nd","female",18,0,1,23,"S",0,23,0.22090977632571,0.350425996123984,-0.835242786913698,-0.0511098792217759,0,0,0,1,"Yes"
0,"3rd","male",21,0,0,8.4333,"S",0,8.4333,0.258607690374466,0.128489024048365,-0.609753883135628,-0.762318112809019,1,0,0,1,"No"
1,"3rd","female",21.5,0,0,7.8292,"Q",0,7.8292,0.264890676049259,0.119285009080604,-0.572172399172616,-0.791812843524284,0,0,1,0,"Yes"
0,"3rd","female",18,0,0,6.75,"Q",0,6.75,0.22090977632571,0.102842411905952,-0.835242786913698,-0.84450397642929,0,0,1,0,"No"
0,"2nd","male",24,2,0,73.5,"S",0,65.6344,0.296305604423222,1,-0.384264979357558,2.03048281603878,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.120299720878076,-0.309102011431534,-0.788561148332036,1,0,0,1,"No"
0,"3rd","female",32,1,1,15.5,"Q",0,15.5,0.396833375219904,0.236156649561815,0.217038764050629,-0.417291770240628,0,0,1,0,"No"
0,"2nd","male",23,0,0,13,"S",0,13,0.283739633073637,0.198066867374426,-0.459427947283581,-0.539352400580246,1,0,0,1,"No"
0,"1st","male",58,0,2,113.275,"C",1,65.6344,0.723548630309123,1,2.17127593012724,2.03048281603878,1,1,0,0,"No"
1,"1st","male",50,2,0,133.65,"S",0,65.6344,0.62302085951244,1,1.56997218671905,2.03048281603878,1,0,0,1,"Yes"
0,"3rd","male",40,0,0,7.225,"C",0,7.225,0.497361146016587,0.110079470521556,0.818342507458817,-0.821312456664762,1,1,0,0,"No"
0,"1st","male",47,0,0,25.5875,"S",1,25.5875,0.585322945463684,0.389848920687932,1.34448328294098,0.0752228731797282,1,0,0,1,"No"
0,"3rd","male",36,0,0,7.4958,"S",0,7.4958,0.447097260618246,0.114205355728094,0.517690635754723,-0.808090849186375,1,0,0,1,"No"
1,"3rd","male",20,1,0,7.925,"S",0,7.925,0.246041719024881,0.120744609534025,-0.684916851061652,-0.787135480169669,1,0,0,1,"Yes"
0,"2nd","male",32,2,0,73.5,"S",0,65.6344,0.396833375219904,1,0.217038764050629,2.03048281603878,1,0,0,1,"No"
0,"2nd","male",25,0,0,13,"S",0,13,0.308871575772807,0.198066867374426,-0.309102011431534,-0.539352400580246,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.775,"S",0,7.775,0.308871575772807,0.118459222602781,-0.309102011431534,-0.794459117990046,1,0,0,1,"No"
0,"3rd","male",43,0,0,8.05,"S",0,8.05,0.535059060065343,0.122649098643394,1.04383141123689,-0.781032448652689,1,0,0,1,"No"
1,"1st","female",35,1,0,52,"S",1,52,0.43453128926866,0.792267469497702,0.4425276678287,1.36479343271779,0,0,0,1,"Yes"
1,"2nd","female",40,1,1,39,"S",0,39,0.497361146016587,0.594200602123277,0.818342507458817,0.730078154951776,0,0,0,1,"Yes"
0,"1st","male",31,1,0,52,"S",1,52,0.384267403870319,0.792267469497702,0.141875796124606,1.36479343271779,1,0,0,1,"No"
0,"2nd","male",70,0,0,10.5,"S",0,10.5,0.874340286504147,0.159977085187036,3.07323154523952,-0.661413030919863,1,0,0,1,"No"
1,"2nd","male",31,0,0,13,"S",0,13,0.384267403870319,0.198066867374426,0.141875796124606,-0.539352400580246,1,0,0,1,"Yes"
0,"2nd","male",30,0,0,0,"S",0,0,0.371701432520734,0,0.0667128281985825,-1.17406767834626,1,0,0,1,"No"
0,"3rd","male",18,0,0,7.775,"S",0,7.775,0.22090977632571,0.118459222602781,-0.835242786913698,-0.794459117990046,1,0,0,1,"No"
0,"3rd","male",24.5,0,0,8.05,"S",0,8.05,0.302588590098015,0.122649098643394,-0.346683495394546,-0.781032448652689,1,0,0,1,"No"
1,"3rd","female",18,0,0,9.8417,"S",0,9.8417,0.22090977632571,0.149947283741453,-0.835242786913698,-0.693554036100892,0,0,0,1,"Yes"
0,"3rd","female",43,1,6,46.9,"S",0,46.9,0.535059060065343,0.714564313835428,1.04383141123689,1.11578974682497,0,0,0,1,"No"
1,"1st","male",36,0,1,512.3292,"C",1,65.6344,0.447097260618246,1,0.517690635754723,2.03048281603878,1,1,0,0,"Yes"
0,"3rd","female",21.5,0,0,8.1375,"Q",0,8.1375,0.264890676049259,0.123982241019953,-0.572172399172616,-0.776760326590802,0,0,1,0,"No"
1,"1st","male",27,0,0,76.7292,"C",1,65.6344,0.334003518471978,1,-0.158776075579488,2.03048281603878,1,1,0,0,"Yes"
0,"3rd","male",20,0,0,9.225,"S",0,9.225,0.246041719024881,0.140551296271467,-0.684916851061652,-0.723663952393068,1,0,0,1,"No"
0,"3rd","male",14,5,2,46.9,"S",0,46.9,0.170645890927369,0.714564313835428,-1.13589465861779,1.11578974682497,1,0,0,1,"No"
0,"2nd","male",60,1,1,39,"S",0,39,0.748680573008293,0.594200602123277,2.32160186597928,0.730078154951776,1,0,0,1,"No"
0,"2nd","male",25,1,2,41.5792,"C",0,41.5792,0.308871575772807,0.633497068610363,-0.309102011431534,0.856005666060553,1,1,0,0,"No"
0,"3rd","male",14,4,1,39.6875,"S",0,39.6875,0.170645890927369,0.604675292224809,-1.13589465861779,0.763644828295171,1,0,0,1,"No"
0,"3rd","male",19,0,0,10.1708,"S",0,10.1708,0.233475747675295,0.154961422668601,-0.760079818987675,-0.677485974722984,1,0,0,1,"No"
0,"3rd","male",18,0,0,7.7958,"S",0,7.7958,0.22090977632571,0.118776129590581,-0.835242786913698,-0.793443573545621,1,0,0,1,"No"
1,"1st","female",15,0,1,211.3375,"S",1,65.6344,0.183211862276954,1,-1.06073169069177,2.03048281603878,0,0,0,1,"Yes"
1,"1st","male",31,1,0,57,"S",1,57,0.384267403870319,0.868447033872482,0.141875796124606,1.60891469339702,1,0,0,1,"Yes"
1,"3rd","female",4,0,1,13.4167,"C",0,13.4167,0.0449861774315155,0.20441567226942,-1.88752433787803,-0.519007334715238,0,1,0,0,"Yes"
1,"3rd","male",25,0,0,56.4958,"S",0,56.4958,0.308871575772807,0.860765086600929,-0.309102011431534,1.58429750547013,1,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.225,"C",0,7.225,0.308871575772807,0.110079470521556,-0.309102011431534,-0.821312456664762,1,1,0,0,"No"
0,"1st","male",60,0,0,26.55,"S",0,26.55,0.748680573008293,0.404513486830077,2.32160186597928,0.122216215860481,1,0,0,1,"No"
0,"2nd","male",52,0,0,13.5,"S",0,13.5,0.648152802211611,0.205684823811904,1.7202981225711,-0.514940274512322,1,0,0,1,"No"
0,"3rd","male",44,0,0,8.05,"S",0,8.05,0.547625031414928,0.122649098643394,1.11899437916291,-0.781032448652689,1,0,0,1,"No"
1,"3rd","female",21.5,0,0,7.7333,"Q",0,7.7333,0.264890676049259,0.117823885035896,-0.572172399172616,-0.796495089304111,0,0,1,0,"Yes"
0,"1st","male",49,1,1,110.8833,"C",1,65.6344,0.610454888162855,1,1.49480921879303,2.03048281603878,1,1,0,0,"No"
0,"3rd","male",42,0,0,7.65,"S",1,7.65,0.522493088715758,0.116554733493412,0.968668443310863,-0.800562149507027,1,0,0,1,"No"
1,"1st","female",18,1,0,227.525,"C",1,65.6344,0.22090977632571,1,-0.835242786913698,2.03048281603878,0,1,0,0,"Yes"
1,"1st","male",35,0,0,26.2875,"S",1,26.2875,0.43453128926866,0.400514059700401,0.4425276678287,0.109399849674821,1,0,0,1,"Yes"
0,"3rd","female",18,0,1,14.4542,"C",0,14.4542,0.22090977632571,0.220222931877186,-0.835242786913698,-0.468352173124297,0,1,0,0,"No"
0,"3rd","male",25,0,0,7.7417,"Q",0,7.7417,0.308871575772807,0.117951866704045,-0.309102011431534,-0.79608496558617,1,0,1,0,"No"
0,"3rd","male",26,1,0,7.8542,"S",0,7.8542,0.321437547122393,0.119665906902478,-0.233939043505511,-0.790592237220887,1,0,0,1,"No"
0,"2nd","male",39,0,0,26,"S",0,26,0.484795174667002,0.396133734748851,0.743179539532793,0.0953628771857652,1,0,0,1,"No"
1,"2nd","female",45,0,0,13.5,"S",0,13.5,0.560191002764514,0.205684823811904,1.19415734708893,-0.514940274512322,0,0,0,1,"Yes"
1,"1st","male",42,0,0,26.2875,"S",1,26.2875,0.522493088715758,0.400514059700401,0.968668443310863,0.109399849674821,1,0,0,1,"Yes"
1,"1st","female",22,0,0,151.55,"S",0,65.6344,0.271173661724051,1,-0.534590915209605,2.03048281603878,0,0,0,1,"Yes"
1,"3rd","male",25,1,1,15.2458,"C",0,15.2458,0.308871575772807,0.232283680509001,-0.309102011431534,-0.429702895133561,1,1,0,0,"Yes"
1,"1st","female",24,0,0,49.5042,"C",1,49.5042,0.296305604423222,0.754241678144388,-0.384264979357558,1.24293786423714,0,1,0,0,"Yes"
0,"1st","male",40,0,0,26.55,"S",1,26.55,0.497361146016587,0.404513486830077,0.818342507458817,0.122216215860481,1,0,0,1,"No"
1,"1st","male",48,1,0,52,"S",1,52,0.59788891681327,0.792267469497702,1.419646250867,1.36479343271779,1,0,0,1,"Yes"
0,"3rd","male",29,0,0,9.4833,"S",0,9.4833,0.359135461171149,0.144486732567068,-0.00845013972744087,-0.711052648066379,1,0,0,1,"No"
0,"2nd","male",52,0,0,13,"S",0,13,0.648152802211611,0.198066867374426,1.7202981225711,-0.539352400580246,1,0,0,1,"No"
0,"3rd","male",19,0,0,7.65,"S",1,7.65,0.233475747675295,0.116554733493412,-0.760079818987675,-0.800562149507027,1,0,0,1,"No"
1,"1st","female",38,0,0,227.525,"C",1,65.6344,0.472229203317416,1,0.66801657160677,2.03048281603878,0,1,0,0,"Yes"
1,"2nd","female",27,0,0,10.5,"S",1,10.5,0.334003518471978,0.159977085187036,-0.158776075579488,-0.661413030919863,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,15.5,"Q",0,15.5,0.308871575772807,0.236156649561815,-0.309102011431534,-0.417291770240628,1,0,1,0,"No"
0,"3rd","male",33,0,0,7.775,"S",0,7.775,0.40939934656949,0.118459222602781,0.292201731976653,-0.794459117990046,1,0,0,1,"No"
1,"2nd","female",6,0,1,33,"S",0,33,0.0701181201306861,0.502785124873542,-1.73719840202598,0.437132642136694,0,0,0,1,"Yes"
0,"3rd","male",17,1,0,7.0542,"S",0,7.0542,0.208343804976125,0.107477176602513,-0.910405754839722,-0.829651638929565,1,0,0,1,"No"
0,"2nd","male",34,0,0,13,"S",0,13,0.421965317919075,0.198066867374426,0.367364699902676,-0.539352400580246,1,0,0,1,"No"
0,"2nd","male",50,0,0,13,"S",0,13,0.62302085951244,0.198066867374426,1.56997218671905,-0.539352400580246,1,0,0,1,"No"
1,"1st","male",27,1,0,53.1,"S",1,53.1,0.334003518471978,0.809026973660154,-0.158776075579488,1.41850011006722,1,0,0,1,"Yes"
0,"3rd","male",20,0,0,8.6625,"S",0,8.6625,0.246041719024881,0.131981095279305,-0.684916851061652,-0.751127594219482,1,0,0,1,"No"
1,"2nd","female",30,3,0,21,"S",0,21,0.371701432520734,0.319954170374072,0.0667128281985825,-0.14875838349347,0,0,0,1,"Yes"
1,"3rd","female",21.5,0,0,7.7375,"Q",0,7.7375,0.264890676049259,0.117887875869971,-0.572172399172616,-0.796290027445141,0,0,1,0,"Yes"
0,"2nd","male",25,1,0,26,"S",0,26,0.308871575772807,0.396133734748851,-0.309102011431534,0.0953628771857652,1,0,0,1,"No"
0,"3rd","female",25,1,0,7.925,"S",0,7.925,0.308871575772807,0.120744609534025,-0.309102011431534,-0.787135480169669,0,0,0,1,"No"
1,"1st","female",29,0,0,211.3375,"S",1,65.6344,0.359135461171149,1,-0.00845013972744087,2.03048281603878,0,0,0,1,"Yes"
0,"3rd","male",11,0,0,18.7875,"C",0,18.7875,0.132947976878613,0.286244713138232,-1.36138356239586,-0.256782041344031,1,1,0,0,"No"
0,"2nd","male",30,0,0,0,"S",0,0,0.371701432520734,0,0.0667128281985825,-1.17406767834626,1,0,0,1,"No"
0,"2nd","male",23,0,0,13,"S",0,13,0.283739633073637,0.198066867374426,-0.459427947283581,-0.539352400580246,1,0,0,1,"No"
0,"2nd","male",23,0,0,13,"S",0,13,0.283739633073637,0.198066867374426,-0.459427947283581,-0.539352400580246,1,0,0,1,"No"
0,"3rd","male",28.5,0,0,16.1,"S",0,16.1,0.352852475496356,0.245298197286789,-0.0460316236904526,-0.38799721895912,1,0,0,1,"No"
0,"3rd","female",48,1,3,34.375,"S",0,34.375,0.59788891681327,0.523734505076606,1.419646250867,0.504265988823484,0,0,0,1,"No"
1,"1st","male",35,0,0,512.3292,"C",1,65.6344,0.43453128926866,1,0.4425276678287,2.03048281603878,1,1,0,0,"Yes"
0,"3rd","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.120299720878076,-0.309102011431534,-0.788561148332036,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.120299720878076,-0.309102011431534,-0.788561148332036,1,0,0,1,"No"
1,"1st","male",40,0,0,30,"S",1,30,0.497361146016587,0.457077386248674,0.818342507458817,0.290659885729153,1,0,0,1,"Yes"
0,"1st","male",36,1,0,78.85,"S",1,65.6344,0.447097260618246,1,0.517690635754723,2.03048281603878,1,0,0,1,"No"
1,"1st","female",21,2,2,262.375,"C",1,65.6344,0.258607690374466,1,-0.609753883135628,2.03048281603878,0,1,0,0,"Yes"
0,"3rd","male",24,1,0,16.1,"S",0,16.1,0.296305604423222,0.245298197286789,-0.384264979357558,-0.38799721895912,1,0,0,1,"No"
1,"3rd","male",31,0,0,7.925,"S",0,7.925,0.384267403870319,0.120744609534025,0.141875796124606,-0.787135480169669,1,0,0,1,"Yes"
0,"1st","male",70,1,1,71,"S",1,65.6344,0.874340286504147,1,3.07323154523952,2.03048281603878,1,0,0,1,"No"
0,"3rd","male",16,1,1,20.25,"S",0,20.25,0.195777833626539,0.308527235717855,-0.985568722765745,-0.185376572595355,1,0,0,1,"No"
1,"2nd","female",30,0,0,13,"S",0,13,0.371701432520734,0.198066867374426,0.0667128281985825,-0.539352400580246,0,0,0,1,"Yes"
0,"1st","male",19,1,0,53.1,"S",1,53.1,0.233475747675295,0.809026973660154,-0.760079818987675,1.41850011006722,1,0,0,1,"No"
0,"3rd","male",31,0,0,7.75,"Q",0,7.75,0.384267403870319,0.118078324780908,0.141875796124606,-0.795679724293443,1,0,1,0,"No"
1,"2nd","female",4,1,1,23,"S",0,23,0.0449861774315155,0.350425996123984,-1.88752433787803,-0.0511098792217759,0,0,0,1,"Yes"
1,"3rd","male",6,0,1,12.475,"S",1,12.475,0.0701181201306861,0.190068013115074,-1.73719840202598,-0.564985132951566,1,0,0,1,"Yes"
0,"3rd","male",33,0,0,9.5,"S",0,9.5,0.40939934656949,0.14474117231208,0.292201731976653,-0.71023728305571,1,0,0,1,"No"
0,"3rd","male",23,0,0,7.8958,"S",0,7.8958,0.283739633073637,0.120299720878076,-0.459427947283581,-0.788561148332036,1,0,0,1,"No"
1,"2nd","female",48,1,2,65,"S",0,65,0.59788891681327,0.990334336872128,1.419646250867,1.9995087104838,0,0,0,1,"Yes"
